"TCGA.24.1553.01A"	"TCGA.24.1422.01A"	"TCGA.36.1569.01A"	"TCGA.36.1581.01A"	"TCGA.24.1603.01A"	"TCGA.29.1710.01A"	"TCGA.29.1688.01A"	"TCGA.24.1467.01A"	"TCGA.24.1923.01A"	"TCGA.24.2027.01A"	"TCGA.24.1550.01A"	"TCGA.24.1557.01A"	"TCGA.24.1563.01A"	"TCGA.24.1104.01A"	"TCGA.61.1724.01A"	"TCGA.24.1464.01A"	"TCGA.29.2427.01A"	"TCGA.25.1318.01A"	"TCGA.29.1766.01A"	"TCGA.13.1483.01A"	"TCGA.25.1312.01A"	"TCGA.24.1105.01A"	"TCGA.13.1410.01A"	"TCGA.13.1488.01A"	"TCGA.24.2023.01A"	"TCGA.13.1507.01A"	"TCGA.29.1770.01A"	"TCGA.29.1776.01A"	"TCGA.29.1693.01A"	"TCGA.29.1769.01A"	"TCGA.24.1544.01A"	"TCGA.24.1428.01A"	"TCGA.24.2020.01A"	"TCGA.30.1891.01A"	"TCGA.25.2409.01A"	"TCGA.25.1329.01A"	"TCGA.24.1430.01A"	"TCGA.61.1911.01A"	"TCGA.30.1866.01A"	"TCGA.24.2298.01A"	"TCGA.25.1628.01A"	"TCGA.13.1489.01A"	"TCGA.29.1774.01A"	"TCGA.61.1910.01A"	"TCGA.23.1123.01A"	"TCGA.61.1914.01A"	"TCGA.25.2399.01A"	"TCGA.24.1431.01A"	"TCGA.29.1762.01A"	"TCGA.24.1565.01A"	"TCGA.24.1416.01A"	"TCGA.29.1696.01A"	"TCGA.61.1907.01A"	"TCGA.25.1316.01A"	"TCGA.24.2261.01A"	"TCGA.61.1995.01A"	"TCGA.25.1630.01A"	"TCGA.24.1558.01A"	"TCGA.13.2060.01A"	"TCGA.09.2056.01A"	"TCGA.24.1604.01A"	"TCGA.24.2290.01A"	"TCGA.29.1705.01A"	"TCGA.29.1711.01A"	"TCGA.36.1570.01A"	"TCGA.25.1323.01A"	"TCGA.59.2348.01A"	"TCGA.25.1623.01A"	"TCGA.25.1631.01A"	"TCGA.24.2033.01A"	"TCGA.24.1103.01A"	"TCGA.25.1322.01A"	"TCGA.13.1499.01A"	"TCGA.36.1580.01A"	"TCGA.61.1741.01A"	"TCGA.36.1577.01A"	"TCGA.25.1320.01A"	"TCGA.13.1497.01A"	"TCGA.61.1919.01A"	"TCGA.24.1552.01A"	"TCGA.24.1562.01A"	"TCGA.25.1321.01A"	"TCGA.25.2396.01A"	"TCGA.24.1474.01A"	"TCGA.59.2352.01A"	"TCGA.29.1785.01A"	"TCGA.61.1918.01A"	"TCGA.25.1313.01A"	"TCGA.23.1122.01A"	"TCGA.25.1635.01A"	"TCGA.25.1319.01A"	"TCGA.24.1435.01A"	"TCGA.13.1511.01A"	"TCGA.13.1492.01A"	"TCGA.25.2404.01A"	"TCGA.24.2288.01A"	"TCGA.24.2267.01A"	"TCGA.29.1768.01A"	"TCGA.13.1404.01A"	"TCGA.25.2400.01A"	"TCGA.36.1571.01A"	"TCGA.24.2289.01A"	"TCGA.29.1697.01A"	"TCGA.59.2351.01A"	"TCGA.24.1551.01A"	"TCGA.61.1900.01A"	"TCGA.13.1485.01A"	"TCGA.29.1763.01A"	"TCGA.36.1576.01A"	"TCGA.61.2008.01A"	"TCGA.29.2414.01A"	"TCGA.29.1690.01A"	"TCGA.24.2024.01A"	"TCGA.61.2088.01A"	"TCGA.29.1777.01A"	"TCGA.13.1501.01A"	"TCGA.13.1495.01A"	"TCGA.13.1487.01A"	"TCGA.13.1409.01A"
"ACSS1"	0.369125	0.30625	0.25925	-0.06	0.156	0.03225	-0.281875	-0.132	-0.162	0.0485	-0.641	-0.17365	-0.727	0.0891	0.35025	0.11425	-0.20275	0.15725	-0.09455	-0.77175	0.34625	-0.677	-0.40875	-0.00837	0.88	0.87625	-0.38075	-0.181	-0.790875	0.03325	0.53825	-1.15	2.29	0.26025	0.546625	-0.88575	-0.339975	0.800625	-0.237	0.68925	-0.370875	-0.011675	-0.292	-0.23975	0.628	0.599	-0.00465	0.58625	0.217125	0.90425	0.17025	-0.18795	-0.457375	-0.143	-0.32675	0.332625	-0.463	-0.74775	0.55825	-0.51575	0.164	-0.239625	0.34325	-0.50775	-0.00215	0.49225	0.03525	-0.648875	-0.00435	-0.24075	0.694625	-0.16235	-0.335	-0.80175	-0.216875	0.37725	-0.128	-0.04955	-0.67	-0.144	-0.047175	0.0146	0.24025	-0.00205	-0.37275	-0.542	-0.68575	0.01225	-0.63375	0.0606	0.307	-0.494375	-0.92275	1.27425	-0.370875	0.12	0.28	-0.799875	-0.03615	0.544	0.41025	-0.172645	0.092525	0.06325	-0.493	0.636	-0.05135	-0.048375	-0.364	-1.049375	-0.114	-0.53675	-0.136525	-0.61275	0.331	-0.90575	-0.634	-0.95375	-1.12575
"NCAM1"	-0.226875	-0.26565	1.62535	-0.688	1.24	-0.45965	-0.857825	-0.0331	0.154	1.68	0.292	-0.81865	-0.314	-0.287	-0.23785	0.17635	0.44635	-0.05165	-0.22695	-0.74565	-0.60365	-0.267	0.20335	-0.676	-0.454	-0.59765	-0.10065	0.211	1.122675	-0.81365	-0.35255	0.468	-1.93	-0.73965	-0.836825	-1.01365	-0.323675	-0.990825	0.676	0.00335	-0.119225	0.805675	-0.28	-0.55465	-0.908	0.0252	-0.52065	-1.68465	-0.313325	-0.17065	0.14335	-0.73065	-1.592325	0.386	-1.14065	-0.474725	0.283	-0.69765	-1.12365	0.22135	0.163	-1.952325	-0.19645	-1.90465	-0.36725	1.14535	-0.98965	1.160675	-0.39965	-1.67465	0.633675	0.20535	-0.696	0.91535	-0.107825	-0.06465	-0.496	-1.35465	-1.01	-0.947	-0.563825	1.01	0.40135	-1.02365	-0.13965	-1.55	0.43335	0.26135	-0.14765	-0.857	0.663	-0.369825	-1.26865	-1.87465	0.765675	-0.365	0.351	0.305675	-0.67465	1.09	1.82535	-0.615325	0.461675	1.63535	0.183	0.431	-0.33115	-0.052325	-0.908	-0.174475	1.22	-0.16765	0.279675	-0.89465	-0.132	0.21335	-0.852	0.24135	1.38535
"MSH2"	-0.136175	-0.42505	-0.40105	0.178	0.057	-0.93805	-0.636525	0.176	-0.0416	0.112	-0.0523	-0.07965	-0.27	-0.181	-0.30505	-0.08205	-0.44505	-0.67005	-0.28705	0.01195	-0.19545	0.318	-0.44905	-0.792	-0.0925	-0.20875	-0.51405	-0.351	-0.717025	0.69695	0.32595	0.343	0.961	-0.70305	-0.058375	-0.10175	-0.003125	-0.435525	-0.204	0.31795	0.079975	-0.088175	0.557	0.24995	-0.19	-0.262	-0.33305	-0.19865	0.573975	-0.18335	-0.20735	-0.20285	0.498475	0.304	0.38795	0.664475	-0.325	-0.10455	-0.24005	-0.02405	-0.379	-0.187575	-0.34505	-0.06235	-0.45405	0.07095	-0.09135	-0.370025	-0.15365	0.06995	0.07621	0.02595	-0.196	-0.30005	0.976475	0.73595	-0.229	-0.02845	0.0218	0.187	-0.132925	-0.142	-0.49405	0.50995	-0.10235	-0.47	-0.05835	-0.71405	-0.00105	-0.226	-0.247	-0.331525	-0.58505	1.15295	-0.267025	-0.533	-0.272	-0.917025	0.26395	1.75	0.52695	-0.390525	1.057975	-0.34205	0.674	0.651	-0.67905	-0.308225	-0.541	0.168275	-0.144	-0.63205	-0.867525	0.29795	-0.276	-0.78805	-0.134	0.19795	-0.06195
"PNP"	-0.89343075	-0.3478615	-0.4448615	0.451	-0.125	-0.1842315	-0.07538075	0.407	-0.778	0.0675	0.538	0.1981385	0.989	-0.13	-0.5578615	-0.0943615	-0.1867015	0.6371385	-0.1016615	0.2971385	-0.8638615	0.238	-0.4068615	0.288	-0.459	-0.4258615	-0.1939815	0.0958	-0.25043075	0.1241385	-0.5848615	0.11	1.03	-1.1748615	-0.80793075	-0.1536615	0.05966925	-0.04793075	0.417	-0.0994615	-0.10783075	0.58706925	-0.235	-0.3778615	0.447	0.513	0.1621385	-0.3658615	0.43956925	-0.8918615	-0.5378615	-0.1326615	-0.08889225	0.97	-0.6118615	0.07616925	0.143	-0.2775615	-0.4988615	-0.7148615	-0.555	0.18256925	-0.1524615	0.5631385	-0.5648615	-0.4868615	-0.0078615	0.74206925	-0.6998615	-0.7408615	-0.31693075	-0.0128615	0.0439	0.0171385	-0.44743075	-0.1890215	-0.268	0.6911385	-0.181	-0.399	-0.34243075	0.327	-0.2540615	1.3621385	0.0131385	0.126	-0.3838615	-0.7038615	-0.4668615	-0.788	-0.184	0.16366925	0.4841385	-0.3548615	-0.54793075	0.392	-0.499	0.60056925	0.7611385	0.323	1.4421385	0.79706925	-0.29338075	-0.3668615	0.204	-0.176	-0.1860215	-0.54093075	1.22	-0.82793075	0.327	-0.0188615	0.10991925	-0.6758615	-0.166	-0.2155615	-0.223	-0.1898115	-1.1078615
"TIMM50"	0.13265	-0.3527	-0.5177	-0.527	-0.519	-0.5607	0.10415	-0.112	0.125	-0.131	-0.226	-0.3777	0.0524	-0.0358	0.1043	-0.0859	-0.2477	0.4803	-0.4917	-0.4667	0.7283	0.528	-0.2267	0.0356	-0.12	0.1053	-0.2687	-0.376	-0.09055	-0.5477	1.1543	0.785	0.151	-0.5187	-0.08985	0.0643	-0.28485	-0.01145	0.411	0.0093	-0.72735	-0.2378	-0.219	0.0163	-0.0943	-0.237	-0.0565	0.1483	0.48515	-0.2917	0.0923	-0.3367	-0.37975	-0.407	0.9143	-0.05545	-0.189	1.6443	-0.3547	-0.3257	-0.554	0.53865	0.0093	0.1103	-0.5587	0.2943	-0.2447	0.56845	0.3533	0.2153	-0.07315	0.3993	-0.363	-0.2767	0.65265	-0.9067	0.0155	-0.2977	-0.26	2.04	-0.74135	0.369	-0.1759	-0.7667	-0.3917	-0.227	-0.5557	-0.0357	-0.2497	2.04	-0.0614	-0.55635	-0.1638	0.1083	0.77215	0.03	0.028	-0.59285	-0.1626	-0.694	0.4253	0.40365	0.22015	0.1673	-0.426	-0.144	-0.2667	0.36315	-0.484	0.0549	-0.583	-0.5147	-0.04268	-0.1522	-0.643	-0.2407	-0.0666	0.0603	-0.6517
"PAK2"	-0.04945	0.00925	-0.11115	-0.205	-0.269	0.24105	0.127525	-0.0548	-0.461	-0.154	0.581	-0.66895	-0.227	0.196	0.73005	-0.37195	-0.01765	-0.30895	-0.02675	0.03705	-0.26295	-0.139	0.32805	0.0172	0.593	0.06405	-0.34895	-0.0727	0.465525	-0.02475	-0.27595	0.435	0.206	-0.23595	-0.330975	-0.34595	0.354525	-0.156525	-0.228	-0.21695	-0.069295	0.218025	-0.286	-0.73095	-0.018	-0.0991	-0.02255	-0.05395	0.057575	-0.32195	-0.23895	-0.31895	0.060425	0.0168	0.13705	-0.043825	-0.42	0.17205	-0.08475	-0.12195	0.043	-0.033425	0.20505	0.25605	-0.15175	-0.00115	-0.61895	-0.261575	-0.41695	-0.37395	0.327025	-0.23795	0.115	-0.14625	0.547025	0.05205	-0.0512	0.37305	-0.173	-0.147	0.135025	-0.0733	-0.12525	-0.32995	-0.39495	-0.571	0.09105	-0.37495	0.04205	-0.114	0.481	0.156175	0.12805	0.21705	0.069525	-0.336	-0.528	-0.324075	0.11005	-0.0374	-0.37595	-0.207675	0.266525	-0.27595	0.00103	-0.32	-0.33295	-0.329975	0.365	0.228525	-0.0245	-0.38595	-0.099125	-0.52095	0.0168	0.10005	0.27	-0.02385	-0.36395
"LBR"	-0.230875	-0.26375	0.02735	1.3	-0.126	0.40125	0.698625	0.0615	-0.12	0.718	0.319	0.02695	-0.227	-0.4	-0.34675	-0.47075	0.04675	-0.55575	-0.23175	-0.42275	-0.20575	-0.562	0.35825	0.35	-0.655	0.47425	0.27825	0.0363	-0.685875	0.94425	0.91425	-0.000209	0.119	0.07225	-0.794375	-0.12405	0.126075	-0.197375	0.301	-0.46775	0.268625	-0.422875	1.44	-0.66275	0.482	-0.532	-0.28875	0.66625	0.884625	-0.35075	-0.57275	-0.16675	0.230625	1.36	0.08225	-0.167275	0.261	-0.54075	0.04685	-0.03887	-0.308	0.514625	-0.54575	-0.13845	-0.62975	0.41725	0.08425	0.270625	0.45525	-0.45175	-0.524925	0.02765	0.541	-0.15875	1.142625	1.58525	0.0408	0.31325	0.148	-0.232	-0.089125	-0.536	0.13525	0.76625	-0.06095	-0.136	0.02135	-0.40375	0.14825	0.231	-0.653	-0.397875	0.59225	-0.02435	-0.049575	0.038	0.755	0.536625	0.30225	-0.0229	-1.01975	-0.359875	-0.029075	-0.07105	0.314	0.541	-0.40775	0.194625	0.529	0.013675	0.282	-0.43275	-0.327375	-0.11335	0.212	-0.47575	0.492	0.36225	-0.37775
"BPHL"	0.079575	-1.01895	-0.67095	-0.265	0.295	-0.74495	-0.511975	0.152	-0.444	-0.556	-0.112	-0.33195	-0.8	0.872	-0.78995	0.15605	-0.04395	-0.08625	-0.10175	0.63105	0.05805	0.296	-1.23195	-0.0119	-0.289	-1.09295	-0.23395	-1.14	-0.290975	-0.27895	0.79005	0.439	0.277	0.86305	0.338525	-0.96495	-1.002975	-0.333975	-0.047	-1.09195	-0.424475	-0.351475	0.426	-0.05615	-0.82	0.0251	-0.03065	-0.92995	0.324525	0.32205	-0.15205	-0.45695	0.328175	-0.122	0.25805	0.039975	0.126	0.24205	-0.44095	-0.92595	0.604	0.457025	-0.26095	-1.54195	0.01405	-0.11337	0.15305	0.532525	-0.22195	0.24505	-0.625475	-0.77695	0.126	0.14305	0.028825	-0.51495	-0.888	1.15805	0.68	-0.504	-0.352475	0.546	-0.20535	0.09505	-0.23995	-0.839	0.57805	0.61605	-0.50495	-0.93	0.631	-0.699475	-0.89095	-0.21045	-0.602975	-0.175	0.263	-0.911975	0.14205	0.447	-0.10496	0.924025	0.102725	0.31805	-0.693	0.199	-0.17775	0.399525	0.0162	0.630525	-0.378	-0.46395	-0.538975	0.88505	0.189	-0.78395	-0.495	-0.25595	-0.20365
"ARHGAP4"	0.8185	-0.1016	0.441	-0.145	0.155	0.32	0.6945	-0.582	-0.751	-0.355	0.238	-0.2084	0.262	-0.167	-0.2658	0.273	-0.063	-0.622	-0.64	-0.1523	-0.343	0.0696	-0.275	0.277	-0.0624	-0.283	-0.486	-1.02	0.02705	0.388	-0.594	0.381	-1.18	-0.524	0.134	-0.649	0.3935	0.17	-0.233	-0.327	-0.2661	0.5105	-0.107	0.44	0.263	-0.833	0.322	0.574	0.255	0.035	-0.1832	-0.444	0.587	0.816	-0.361	-0.05245	0.0369	-0.1945	0.08	0.333	0.0349	0.327	-0.1801	-0.429	-0.957	-0.1803	0.037	0.01165	-0.571	-0.2545	-1.401	0.083	-0.2	0.216	-0.5575	0.212	-0.709	-0.383	-0.00426	0.081	0.3285	-0.283	-0.358	0.148	-0.122	0.169	-0.0961	-0.287	0.174	-0.525	-0.189	-0.5565	-0.767	-1.125	-0.614	0.0497	0.04	-0.14895	0.089	0.384	-0.198	0.1665	-0.2465	0.149	0.29	-0.568	-0.888	-0.525	-0.00168	-0.2545	-0.323	-0.455	-0.15295	-1.014	0.773	-0.2616	-0.306	-0.269	0.503
"PSAT1"	0.1533	0.2066	-0.6594	-0.898	0.212	0.3696	-1.0387	0.71	-1.35	1.24	-0.655	-1.1104	-0.744	-0.898	1.3696	-0.8884	-0.2214	0.7196	-0.01457	-0.2064	1.0196	0.232	0.0184	0.285	-0.905	0.3636	0.5666	0.011	0.4423	-0.3754	0.6046	-0.0941	-0.827	-1.0404	0.16725	-1.1404	0.5578	-0.7012	-0.294	-0.1684	0.7243	1.5198	-1.59	0.7186	-0.15	0.865	-0.00623	-0.2324	1.1298	-0.9334	-0.4134	-1.1104	-1.6802	-0.198	-0.5724	-0.03205	-0.668	-0.1234	-0.7364	0.7026	-0.178	-0.8457	-0.2274	-0.9854	-0.6244	0.6436	-0.3484	0.3128	-0.9334	0.6106	-0.02115	0.2806	-0.236	0.1826	0.09915	-0.3644	-1.18	-0.8074	0.187	-0.622	0.7988	-0.00054	-0.2464	-0.1984	-0.0921	0.219	-0.0754	0.6026	-0.01871	-1.18	0.813	-0.1718	-0.5224	-0.2544	-0.6662	1.34	-0.396	-0.9977	-0.4344	0.771	1.0496	-1.4602	0.6708	-0.2424	-1.25	0.126	-0.3094	0.2998	-0.957	-1.4852	-0.353	-1.0904	-0.0254	-0.3634	-0.151	0.1906	0.388	1.1396	1.3796
"CDH2"	-0.789565	-0.94613	0.67787	-1.02	1.29	-1.41613	0.699435	0.261	-0.0215	-0.628	0.104	0.51787	-0.0129	-0.75	-0.50713	-1.50613	-1.12613	-2.06613	0.33787	-0.15513	-0.09313	1.28	-0.30513	-0.527	-0.95	-0.67913	0.16417	0.612	1.216935	-0.37913	0.58587	-0.308	-0.68	-1.24613	-0.466565	0.75387	-0.866065	-1.518065	-0.881	-0.01013	0.422935	-0.173565	0.0184	1.66387	0.174	-0.668	0.17477	-1.46613	0.767435	-0.11313	-0.27613	0.98187	-0.742165	0.589	-1.36613	0.041635	0.275	0.37187	0.06917	-0.70413	0.472	0.633935	0.13587	-1.06613	0.18427	0.23087	1.24387	-0.615065	-0.00913	0.77887	1.186935	-1.08613	0.0749	1.02487	0.735435	0.83187	0.281	0.54587	0.579	-1.09	0.061435	-0.353	0.12747	-0.52413	1.25387	-1.96	1.33387	-1.17613	0.60187	-0.405	0.611	0.131865	-1.11613	0.76187	-0.631065	-0.533	-0.82	0.220435	-0.47213	-1.15	0.71887	-0.480565	0.082935	0.84887	0.227	0.227	0.32887	0.427935	-0.724	-0.200015	-0.698	0.80087	1.451935	1.22387	-0.487	-0.67913	-0.614	-0.73413	1.23387
"GLOD4"	0.445765	-0.08547	0.14713	-0.474	-0.404	0.32053	-0.209235	0.137	0.105	0.264	-0.345	0.21053	-0.0283	-0.0185	0.56553	-0.12847	0.32753	0.62953	0.25853	0.03693	0.00103	-0.756	0.09503	0.171	-0.401	0.22753	-0.46847	-0.277	-0.349735	-0.14747	0.24253	1.07	0.32	-0.19247	-0.121235	-0.12547	-0.370235	0.248765	1.42	-0.59847	-0.069085	-0.143105	0.372	0.79553	0.823	-0.369	-0.22847	-0.38947	-0.393735	0.65953	-0.06947	0.06338	-0.012815	0.499	0.41753	-0.036035	-0.0566	0.97553	0.46453	-0.19647	0.304	-0.253735	-0.29547	-0.15547	-0.31247	0.04113	-0.37747	0.426765	0.08503	-0.04547	-0.313735	0.04003	0.0912	0.52053	0.263165	-0.52647	-0.13	0.35053	-0.144	-0.0784	-0.099335	0.401	0.64053	0.87053	1.39153	-0.238	0.14203	0.62653	0.09693	0.175	-1.24	-0.384285	-0.13347	-0.30147	0.068315	-0.243	-0.0119	-0.137935	-0.15647	-0.552	0.14653	0.270265	0.205265	0.04013	-0.291	1.16	0.17453	0.389265	-0.0677	0.463765	0.414	0.68453	0.552265	-0.01197	-0.245	-0.24447	-0.0122	0.05326	0.42453
"PDIA4"	0.0028275	0.096915	-0.432085	-0.0459	-0.225	-0.037885	0.1604575	0.623	-0.231	-0.183	0.319	-0.056685	-0.294	-0.024	0.272915	-0.578085	0.088915	-0.390085	-0.326085	0.197915	-0.119985	-1.11	0.294915	-0.00227	0.107	0.079915	-0.189085	-0.609	0.8409575	0.500915	1.319915	-0.438	0.719	-0.113085	-0.0646925	-0.599085	-0.0008575	-0.1097425	-0.474	-0.208085	0.0352075	0.5014575	0.382	0.168915	-0.542	0.537	-0.194085	0.340915	0.2549575	-0.321085	-0.316085	-0.190085	-1.1125425	0.346	-0.061885	-0.6240425	-0.0772	0.123915	0.207915	-0.047685	0.119	0.4304575	-0.398085	0.194915	-0.373085	-0.138085	-0.088685	-0.2510425	0.066315	0.153915	0.9629575	0.033415	-0.145	0.049015	-0.2630425	-0.481085	0.188	0.958915	0.543	-0.755	-0.1155425	0.262	-0.346085	-0.172085	0.108915	0.0525	0.323915	0.737915	-0.279085	-0.4	-0.572	0.1634575	0.586915	0.677915	-0.1801925	0.131	1.09	-0.2060425	0.182915	0.401	-0.209085	-0.7040425	-0.3295425	0.083915	-0.581	0.509	-0.251085	0.8614575	0.0482	-0.5780425	-0.432	-0.490085	0.3054575	-0.248085	0.7	0.186915	0.385	-0.197085	-0.370085
"LDHB"	0.23385	-0.3563	0.5317	-0.681	-0.456	-0.9463	-0.37565	-0.0179	0.159	-0.528	-0.498	-0.4023	-0.169	-0.396	-0.1063	-0.0162	-0.1493	-0.5693	0.1197	0.0478	0.0183	-0.00259	-0.7253	-0.263	-1.95	-0.2693	-0.1643	0.11	-0.24865	1.1377	0.2127	-0.249	1.34	0.7937	0.10835	-0.6553	-0.1005	-1.53115	-0.0903	0.2737	-0.23065	0.35485	0.756	-0.6323	0.399	0.0415	-0.1593	-0.1193	0.36285	0.0226	0.1647	0.046	0.29685	0.711	-0.7233	0.60535	0.599	0.4457	-0.3803	-0.6403	0.55	0.26835	0.0423	-0.6463	0.1307	-0.0138	-0.4953	-0.55265	-0.0305	0.4157	-0.13085	-0.3803	0.0312	0.4587	0.33535	-0.5873	-0.557	-0.00095	0.406	0.0214	-0.49215	1.26	0.1277	0.7977	0.6687	-0.381	-0.5393	-0.3793	-0.5723	0.686	-0.259	-0.89615	-0.0474	-0.2053	-0.38865	0.268	0.379	-0.40415	0.06	-0.519	1.2177	-0.41365	0.73385	-0.0605	-0.593	0.208	-0.1263	0.18285	-0.109	-0.15365	0.255	0.00048	0.0867	0.4797	0.00562	0.4767	-0.147	0.1807	0.2607
"ASNA1"	-0.45415	0.0517	-0.3463	0.207	0.131	-0.4713	0.16435	-0.376	-1.07	-0.0685	-0.375	-0.3993	-0.522	-0.0993	0.5427	-0.2783	-0.5563	0.1657	0.0607	-0.4193	1.4237	-0.356	0.6297	-0.109	0.428	-0.4573	-0.128	-0.583	-0.44015	-0.4943	-0.3443	-0.205	-0.614	0.0977	0.26535	-0.0283	-0.60115	0.31835	1.2	-0.0293	-0.033745	0.1521	-0.816	-0.3673	1.5	-0.337	0.4717	-0.4653	0.22185	-0.2783	0.6187	-0.4943	-0.28815	-0.12	-0.6043	0.26885	-0.254	2.1137	-0.2284	-0.3923	-0.347	-0.61765	-0.0854	-0.0243	0.6097	0.5517	-0.6333	-0.12265	-0.2723	-0.7873	-0.32835	-0.3193	0.0103	0.2057	0.19785	-0.4983	-0.524	0.5347	-0.0597	-0.338	0.0296	-0.284	0.1857	1.1537	0.3387	-0.254	-0.067	-0.6063	-0.5913	-0.209	0.851	0.20485	0.2577	-0.7473	-0.47165	-0.202	-0.0675	-0.20465	-0.0904	0.0799	-0.3283	-0.49315	0.29435	-0.7323	-0.991	-0.231	-0.6723	-0.53415	-0.459	-0.54465	0.247	-0.7713	0.16885	0.4957	-0.122	-0.0543	0.564	0.1257	0.5957
"CD2AP"	-0.0947575	-0.135915	-0.190915	-0.519	0.0694	0.360085	0.0165425	-0.173	-0.547	0.393	-0.187	-0.246915	-0.291	-0.243	0.140685	0.220085	0.182785	0.279085	0.014085	0.231085	-0.005915	0.105	-0.557915	-0.0338	0.441	0.107645	0.116774	0.219	0.2030425	0.453085	-0.252915	0.589	0.703	-0.464915	-0.0027575	-0.580915	0.0315775	-0.1474075	-0.0634	0.171585	-0.2819575	0.1632425	0.0982	-0.028915	-0.0899	0.0651	0.149485	0.383085	0.3045425	-0.051915	-0.793915	0.274085	0.2975425	-0.737	0.411085	-0.1314575	0.404	0.615085	0.357085	-0.375915	0.387	0.5720425	0.007085	0.273085	8.5e-05	-0.220915	0.508085	0.1380425	0.334085	-0.339915	1.3180425	-0.389915	-0.404	0.129485	0.2725425	-0.953915	-0.519	-0.993915	0.04	-0.226	-0.1269575	0.401	0.038085	0.266085	0.576085	-0.0432	0.052385	0.907085	0.320085	-0.132	-0.237	-0.2279575	0.485085	0.174185	-0.2369575	0.228	0.071	-0.3579575	-0.018915	0.578	-0.236915	0.3400425	-0.3029575	-0.277915	0.177	-0.296	-0.104915	-0.0098075	0.222	-0.6349575	0.219	0.237085	0.3390425	0.360085	-0.0342	0.017785	-0.572	-0.267915	-0.089915
"YARS"	0.15255	-0.0654	-0.284	0.158	0.312	-0.016764	-0.0391	-0.307	-0.456	-0.198	0.19	-0.197	-0.118	0.164	1.243	-0.0933	0.302	-0.26	-0.177	0.193	0.311	-0.511	-0.186	-0.0835	0.326	8e-04	0.646	-0.201	0.013	0.382	-0.133	0.205	-0.353	0.118	0.1295	-0.245	0.309	-0.1291	-0.62	0.285	-0.2445	-0.1385	-0.00408	-0.309	0.26	0.318	0.0252	0.264	-0.4325	-0.1066	-0.134	0.0067	0.642	-0.191	0.175	0.03549	-0.244	-0.193	0.147	-0.243	-0.307	0.7035	0.0129	-0.298	0.101	-0.21	-0.12	0.394	-0.407	0.196	-0.4745	-0.0207	-0.175	0.029	-0.171	1.613	-0.103	-0.284	-0.182	0.397	-0.029	-0.298	-0.403	-0.378	-0.0382	-0.52	-0.232	0.147	-0.178	0.127	-0.0629	0.613	0.665	-0.1096	-0.07895	-0.0362	0.0313	0.12055	0.528	-0.32	0.296	-0.0836	0.173	0.223	0.112	-0.128	-0.146	-0.1773	-0.0608	-0.08425	-0.249	-0.764	-0.1735	0.109	0.148	-0.228	-0.285	-0.0987	-0.256
"YAP1"	0.04685	-0.1626	-0.0041	-0.89	0.857	-0.3619	-0.67245	-0.118	0.291	0.716	0.401	-0.1057	-0.288	0.178	-0.7949	-0.0711	-0.3619	-0.2459	-0.6039	0.4141	0.2711	-0.00151	-0.0383	-0.319	-0.177	-0.2279	-0.2539	0.797	0.04605	-0.1292	0.0741	0.0915	-0.792	-0.007	-0.0653	-0.6159	0.01765	-1.32845	-0.312	-0.4829	-0.169	0.35205	0.176	-0.4749	0.119	-0.184	-0.2309	-0.0279	0.26905	-0.0573	0.2371	-0.3249	0.61305	0.254	-0.5509	0.29205	0.742	-0.09046	-0.2719	-0.8289	0.435	-0.92145	-0.3679	-0.7539	-0.0085	0.2261	-0.9999	1.67855	0.2981	0.3461	0.23555	0.2001	-0.501	-0.3989	-0.10045	-0.4469	-0.108	-0.3999	0.00726	0.0985	-0.2073	-0.102	-0.3719	-0.3439	0.3061	-0.389	0.1271	-0.0461	-0.3029	-0.646	-0.188	-0.134005	0.3371	-0.7339	0.13955	-0.406	-0.00748	-0.44995	0.6221	0.0766	0.1021	-0.42345	-0.20595	-0.5999	0.023	-0.325	-0.6989	0.38655	-0.143	-0.039645	-0.298	-0.3969	0.14175	0.2531	-0.254	0.2081	-0.966	-0.09534	0.0561
"PSIP1"	0.2765475	-0.643905	-0.528905	-1.21	0.252	-0.669905	0.2027475	-0.129	0.307	-0.168	-0.411	0.687095	-0.526	-0.0175	0.427095	-0.570905	0.337095	-0.036605	-0.305905	-0.762905	0.283095	-0.86	-0.476905	-0.192	-0.464	0.401095	-0.060905	0.159	-0.1134025	0.803095	0.880095	0.477	0.143	-0.523905	0.0701125	0.955095	-0.1524525	-0.8279525	0.157	0.987095	0.1465475	-0.1105525	0.42	0.166095	0.606	-0.96	-0.242905	-0.323905	0.6645475	0.0391828	0.053895	-0.248905	0.3790475	0.369	0.227095	0.0339525	-0.207	-0.140905	-0.496905	-0.042305	0.0223	0.8025475	-0.980905	0.253095	-0.158905	-0.157905	0.001295	0.1270475	0.173095	0.454095	4.75e-05	0.553095	0.378	-0.484905	1.8195475	-0.748905	0.173	0.768095	-0.262	-0.0701	-0.0514525	-0.395	0.674095	0.152095	0.121795	-0.0254	0.216095	-0.406905	0.394095	0.336	-0.283	-0.0079525	0.120195	0.921095	0.3955475	-0.319	-0.0919	-0.8234525	0.739095	-0.29	0.182095	-0.8024525	0.8760475	-0.028905	0.307	-0.187	-0.556905	0.7340475	-0.843	-0.1128025	0.643	-0.331905	-0.2599525	0.728095	0.0904	-0.325905	0.886	-0.104905	0.217095
